model,query,expected_answer,retrieved_answer,strict_recall,strict_mrr,judged_valid,final_recall
infgrad/stella-base-en-v2,What Certification Do I Need To Sell Life Insurance? ,The certification needed to sell life insurance in almost every state is that states life insurancelicense . All states do differ on core requirements . Almost all require either classroom time or online time on average 40 hours in order to produce a certificate to take the exam . There are other requirements depending on the state such as background checks and/or fingerprints . Fees differ greatly as well . Once you are licensed most states will require a continuing education program at least every two years to keep you up to date on changes in laws and procedures . Be sure and carry errors and omissions insurance as well to protect yourself . the best place to start is on your states website and look under Department of Insurance . The states requirements will be listed there . ,"Each state has n insurance department that issues several licenses to sell different insurance products , including life insurance . A candidate for life insurance is required to take and pass test to receive licensed authority to sell life insurance . Most carriers also require error and omissions . My recommendation is that you speak to a licensed local agent or go online to a brokerage shop that offers multiple carriers . ",1.0,0.3333333333333333,False,1.0
infgrad/stella-base-en-v2,Why Do Men Pay More For Auto Insurance? ,"That is a question for the actuaries that work behind the scenes with the insurance companies that help this companies develop their pricing tables . I have always been told that men are more likely to take greater risk -LRB- like speeding , stunt driving , among other things -RRB- when it comes to driving . ","Young male drivers , statistically , have more accidents . Then tend to be more aggressive than female drivers . Since insurance rates are based on average claim experience and statistics , young male drivers who do drive safely are penalized by having to pay higher rates in order to pay for those who are not as safe . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,I Have A Qualified Variable Annuity. What Is That Exactly? ,"That is a great question ! I 'd strongly advise that you check with your annuity 's agent or your tax adviser before doing anything . You mentioned that you were willing to pay penalties and taxes , so I 'm assuming that there is a pressing need for cash , or a great dislike for the policy/agent/company that has caused you to decide to gut your annuity ? If so , I 'd again advise caution . If you surrender your annuity , and it was meant to fuel your retirement , what is your plan to replace it ? Will you end up suffering for many years for a temporary hardship if you surrender the annuity ? Maybe it might be wiser to see what cash withdrawal you can make from the annuity without fees -LRB- you are allowed a certain amount without penalties or fees , and more if you are willing to pay any surrender fees that may still be applicable -RRB- and leave the annuity intact ; you may also want to look at borrowing from a cash value of any whole life policy that you may have , as that also is a quick and relatively painless way to get cash . If your heart is set upon surrendering it , please bear in mind that there will be a 10 % penalty , possible surrender fees , and a major tax bite from the amount that you might expect to get . Please assume that if you are lucky , you will recieve roughly half of what you are expecting to receive , depending upon your tax bracket . This type of investment is designed specifically for saving , and stopping the process is very costly . To start the process , contact your agent who sold you the annuity , or the plan administrator , and tell them of your intentions . If you would like to discuss this further , please do not hesitate to contact me , okay ? I 'd be happy to help . Good luck , and thank you for asking ! ","You have a qualified variable annuity ? The `` qualified '' part means all monies contributed into this product are done so on a pre tax basis . An `` Annuity '' is a product that can be sold inside a qualified plan or outside . The difference between the two are the tax deferral on the original money you put inside it . Inside a qualified plan , you get a tax break on the money you put in . Non qualified means you pay taxes on the money you put in first . Later , during distribution a portion of the payout will be taxable income and a portion wo n't as you already paid taxes on it . Variable means the annuity , usually based in security products , will gain OR lose based on the investment decision the purchaser makes by their allocations and their market performance . Variable means more risk for the possibility of greater return basically . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,Does Insurance Cover Mold Removal From Home? ,"That is a great question ! You will need to look at your policy to see . Some insurers will include mold damage , others will not . Here in the hot and humid south , mold insurance is a rider , or a separate coverage as a rule , since mold is so prevalent . Contact your agent , and find out whether yours does . Good luck , and thanks for asking ! ",That is going to depend on your homeonwers policy and the cause of the mold in the first place . Not all homeowners insurance policies provide mold coverage and coverage is usually subject to the policy deductible . Read your policy completely to understand the coverage provided and any exclusions that may be contained within or contact your local agent to have them go over the policy with you . ,0.0,0.0,True,1.0
infgrad/stella-base-en-v2,Is My Spouse Covered On My Auto Insurance? ,"Your spouse is covered by your auto policy . This would be true even if they are not specificallynamed . Be sure to check with your Insurance Professional about the laws in your state and the specific terms and conditions of your car insurance policy . In mostcases with standard issue contracts , you your spouse , resident children and resident relatives are all covered . Everyone will have to be listed as drivers , of course . ","In most states , by policy contract definition , a spouse is automatically a named insured even if the name does not appear on the policy declarations page . So yes your spouse is covered on your auto insurance . You can verify this by speaking with your insurance professional , and while you 're at it , take the opportunity to review all policies vs. your needs . ",1.0,0.5,False,1.0
infgrad/stella-base-en-v2,Can I Drive A New Car Home Without Insurance? ,"Probably not . Most states -LRB- including here in CT -RRB- require proof of insurance as a condition of registering your car . Dealerships will require that your insurance professional send them an Insurance Identification Card so that they can process the registration for you . Likewise , if you are either leasing or securing a loan to purchase your car , the financial institution will also require you to have the proper insurance coverage in place in order to finalize the sale . ","You can drive a car home you just bought that has no insurance . But you should n't . In fact , the dealership typically will verify that you are covered . However , if you are adding or replacing a vehicle on a policy in good standing , you may be covered anyway when you drive the new car home . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,Can I Get Auto Insurance With Bad Credit? ,"You can get auto insurance with bad credit . As a car insurance broker with 33 years of experience , this issue is a common situation we help customers with . Although great credit often helps lower rates , bad credit does not mean you will be considered high risk . There are are several companies that will provide competitive pricing . ",Yes you can get auto insurance with bad credit . the challenge is that you will likely pay a higher rate . However not all insurance companies are going to treat your credit issues exactly the same . You should visit an independent agent that can search several companies and provide you with the best rate and coverage . ,1.0,0.5,False,1.0
infgrad/stella-base-en-v2,What Does Collision Cover On Auto Insurance? ,"Collision is the coverage on your auto insurance policy that provides coverage for damage to your car if you or another vehicle is hit by an object . Such as a wall , fire hydrant , garage , another car ... . You probably get the picture . This coverage is not required by law but if you have a loan on your car your creditor will make you purchase Collision coverage on your auto insurance policy . You choose a deductible -LRB- $ 500 or $ 1000 are common -RRB- which is what you pay out-of-pocket for a claim before your Collision coverage will kick in . ","Collision generally covers you when you strike another vehicle or fixed-object with your vehicle . In the event of a collision claim , you pay your collision deductible and then all of the damage related to the accident is taken care of . Keep in mind that different states may have varying definitions of what collision is . If you want a more definite answer for your location , I recommend contacting your local insurance professional or reaching out to your carrier . Thanks for asking ! ",0.0,0.0,True,1.0
infgrad/stella-base-en-v2,What Does Guaranteed Issue Mean In Life Insurance? ,"Guaranteed Issue Life Insurance means that you can not be denied for health reasons . Most guaranteed issue life insurance policies require that applicants be at least age 40-50 years old , and the face amount that you can get is usually $ 25,000 or less . Since even terminally ill people can get guaranteed issue life insurance , the policy is graded -LRB- pays less than the face amount -RRB- during the first years for natural death . ","Guaranteed issue in life insurance means that you will not be turned down for any reason , regardless of your health condition . Most life insurance policies go through underwriting , which is where the insurance company decides the degree of risk involved with insuring you ... i.e. , are you healthy and expected to live a long life or do you have health concerns that could potentially shorten your life expectancy . With a guaranteed issue policy , typically there is what they call a `` grade in '' period in that the policy will not pay the full face amount for a period of time , typically 2 years but sometimes 3 years . ",1.0,0.3333333333333333,False,1.0
infgrad/stella-base-en-v2,How Much Should I Pay For Whole Life Insurance? ,"It seems to me that you are looking to maximize value . That is best done by carefully selecting the agent with whom you can work . The agent should listen carefully , offer sound financial advice and communicate clearly with you and with the insurance company . The agent will determine the length of time that you require coverage . The agent will determine what your personal risk tolerance level . The agent will determine what amount of insurance you need now and at different periods of your life . The agent will select a company that can do what you want done at a price you can afford . ",The cost of a whole Life policy depends on the amount of coverage you want plus how quickly you want the cash account to grow and factored in with how long the insurance company determines that you will live and pay the premiums . Usually $ 15 is about the lowest premium and the sky is the limit on the upper end . Asking such a general question like that is the same as asking how much does a car cost ? Lot 's of variables . ,0.0,0.0,False,0.0
infgrad/stella-base-en-v2,Can I Buy Life Insurance For My Spouse? ,"You can buy life insurance for your spouse if your spouse consents to you doing so , as indicated by signing the application . If buying a No Exam policy , your spouse may need to do a phone interview . If purchasing a medically underwritten policy , your spouse will need to do an exam in your home or other place of choice . ","You can buy life insurance for your spouse if your spouse consents to you doing so , as indicated by signing the application . If buying a No Exam policy , your spouse may need to do a phone interview . If purchasing a medically underwritten policy , your spouse will need to do an exam in your home or other place of choice . ",1.0,1.0,False,1.0
infgrad/stella-base-en-v2,Does Medicare Cover Hepatitis C Screening? ,"Original Medicare does not cover routine Hepatitis C screening , but it can cover screening if approved by Medicare due to signs or symptoms of Hepatitis C being present . In that case , the screening becomes diagnostic and can be covered by Medicare guidelines . Under Medicare Advantage PPO plans , routine Hepatitis C screening IS covered . ","Original Medicare does not cover routine Hepatitis C screening , but it can cover screening if approved by Medicare due to signs or symptoms of Hepatitis C being present . In that case , the screening becomes diagnostic and can be covered by Medicare guidelines . Under Medicare Advantage PPO plans , routine Hepatitis C screening IS covered . ",1.0,1.0,False,1.0
infgrad/stella-base-en-v2,Does Joint Life Insurance Work? ,"Generally , when people ask about joint life insurance they are asking about joint second-to-die aka survivorship life insurance . These policies insure two lives and became popular with the advent of the unlimited martial deduction for estate planning in the early 1980s . For a lower premium survivorship policies pay nothing at the first death . The policy death benefit pays at the death of the second insured to die . While readily available at one time , joint first-to-die life insurance policies are no longer available from A rated carriers that distribute through life insurance brokers . ","There are different kinds of joint life insurance policies , but most share similar streets . Joint life policies issue coverage to two or more individuals under one life insurance policy . The typical arrangement is a husband and wife , but there are also business applications as well . Most joint life insurance plans pay a death benefit on the first to die but second to die policies are quite common in estate planning situations . ",0.0,0.0,True,1.0
infgrad/stella-base-en-v2,Where Can I Get The Cheapest Homeowners Insurance? ,"The Cheapest Homeowners Insurance is a summary of a complicated process . Insurance carriers either hire actuaries or contract with an actuarial firm to review statistics , assess risk and therefore assign a premium charge to risk . This complicated process translates to premium charged for home insurance . As a result of the above , carriers may have a lower -LRB- cheaper -RRB- premium in one area or in one size class of homes but then a higher premium in another ! An insurance professional that understands the complete process should be able to explain exactly how this cumbersome but necessary process works . In addition , insurance carriers all use a slightly different process in calculating the Replacement Value of Construction on each home , this calculation is the Dwelling Coverage assessed to rebuild the home in the event of a covered total loss . You may find cases where the ` cheapest ' -LRB- price per thousand -RRB- insurance company may use a higher reconstruction value thereby complicating your process of finding the cheapest insurance premium . If one is determined to find the cheapest insurance , it would be recommended to obtain quotes from several companies and comparethe details . After answering all the characteristics related questions and other underwriting questions , there will be one further and critical issue after issuance of the policy : each company will send an independent inspector to take photos , take measurements and report any obvious hazards to the underwriter . The inspection process is a necessary step paid for by the insurance company ; it is a final check to assure that the risk has not been misrepresented in any way thus causing the carrier to take on adverse risk . Some carriers request only a drive by/exterior inspection and some carriers request a full inspection which will require making an appointment with the homeowner . If following the inspection , there are any unacceptable underwriting hazards that were found , the underwriter will send out an advisory notice and if necessary a cancellation notice which may or may not include the possibility for corrective action . On another point , if the inspector finds that the home is customized , some carriers require inspectors to produce an updatedreconstruction cost estimator which will accordingly increase the dwelling coverage amount on the original policy thus raising the original premium . In summary , a homeowner should speak to an insurance professional , openly explain each and every concern and allow the professional to explain the process specific to the risk . There is a link available providing an online format to obtain a quote and buy home insurance online in multiple States ; may be used by Escrow/Closing Professionals , Mortgage Professionals , Real Estate Agents and directly by Consumers . An exemplary online experience for all ! WEBSITELINK ","Sorry to say there is no such thing as who is the cheapest assuming you mean premium and not coverage . Premiums from insurance carriers are not cookie cutter as most believe . There are many rating factors that go into a homeowner rate such as location , characteristics of the home and details of the homeowners . To find the best coverage 's and premiums I recommend you contact a local agent who is appointed with multiple companies that can shop for you and find you the right company to meet your needs . And a word of advise , Do n't be cheesy on your biggest asset . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,Will My Renters Insurance Cover My Engagement Ring? ,A tenants policy or renters policy covers personal property . Your engagement ring is personal property . A loss is adjusted by determining the current value of the loss or the replacement cost depending on the insurance form being used . The payment is then reduced by the deductible on the policy . In the case of jewelry there is also an internal maximum limit for jewelry in most policies . ,"Renter 's insurance vary a lot so the only way to know for sure is to file a claim . With that said the ring is probably covered with a small sublimit of $ 1,500 or so and you would have to pay your deductible . If you need coverage for more than that you need to call/email your insurance company and say `` I 'd like to specifically schedule my engagement ring for $ X with a deductible of $ Y. Special causes of loss , replacement cost please . I have a picture , receipt and appraisal ready for you '' . That will assure that your engagement ring is covered to it 's full value , minus the deductible you choose and for the widest coverage possible . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,Is travel insurance worth the money? ,"To determine the value of a travel insurance policy review the coverage that you currently have . Some people have coverage that extends to the locality where they live , or the state in which they reside . Coverage outside of that specified area can be highly limited . The issue becomes more severe with most plans when you travel overseas . If your current coverage is inadequate to cover potential difficulties secure a travel insurance policy . Personally , I travel overseas frequently and never purchase travel insurance . ","There are many types of travel insurance plans from trip interruption due to an illness or emergency to medical or accidental death while traveling . Like any insurance policy it is a transference of risk . If you are taking a $ 10,000 family vacation and $ 8,000 is already paid as non refundable and if you had an emergency and had to cancel last minute and you would not miss the $ 8,000 , do n't buy insurance . However , if you or a family member were to become ill or injured in a foreign country , could you pay the tens of thousands of dollars it may cost for stabilization care and emergency medical transport . Most people could not . The cost of travel insurance for medical care and emergency evacuation or medical transport back home to the US is almost nothing compared to the risk of cost . My answer would be yes every time . ",1.0,0.5,False,1.0
infgrad/stella-base-en-v2,Is There A Cash Value On Term Life Insurance? ,"Since life insurance is largely a matter of mathematics , there have been and are policies available that combine term insurance with cash value . In order to accumulate the cash value the company raises the premium so that it can build small cash value . Traditionally these policies have addressed specific concerns such as the enormous increase that the premium takes at the end of the term . Generally speaking you get what you pay for . It could be a benefit worthy of consideration . ","That is a great question ! Unfortunately , there is no cash value in a term life policy . This type of insurance is designed to cover you for only a specific amount of time , and has no payout if that time comes and goes . That is why they are so cheap , as they frequently do not have to pay , unlike whole life policies , which will pay out for certain , one day . I sincerely hope that this was explained to you when you purchased your policy . Thanks for asking ! ",0.0,0.0,True,1.0
infgrad/stella-base-en-v2,I Got Into A Car Accident Due To Someone Else Cutting Another Driver Off. Can It Be Considered My Fault? ,"In Georgia , you can file under your uninsured motorist coverage if an accident is caused by someone else even if you are unsure who they are . If there is an impact with you then a police report usually suffices . Without an impact with you such as the person that cut you off then a non related unbiased witness along with the police report usually works . Of course this does n't apply if you do n't carry uninsured motorist coverage . Being able to file it this way rather than your collision coverage should help your rates by not having an at fault accident on your record . ","Honestly , this one sounds like it is going to be well investigated . It semms as if you were saying that the driver who was cut off swerved into the lane you already occupied . If that account can be substantiated , then it may be that the other driver might be at least partially liable . The best thing to do is to talk to your Insurance Professional about the terms and conditions of your policy . Further , let the Claims Professionals who are trained to investigate these matters complete their task . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,When Did Mandatory Auto Insurance Start? ,"Every state is a bit different however In Colorado , where I am located , car insurance is mandatory for all drivers . Auto insurance is enforced by the Colorado Department of Regulatory Agencies which is part of the Department of Insurance . Colorado was a no-fault state until 2003 , when they changed the regulations to what is referrd to as TORT meaning fault has to be established first before claims will be paid . ","The first actual mandatory auto insurance was in 1927 in the state of Massachusetts . Shortly after most other states began mandating auto insurance . Allot has changed in the laws over the years as it relates to financial responsibility but mandatory auto insurance has been around for a long time . Insurance is state regulated , not federal . There is a couple of states still do not mandate auto insurance if you can demonstrate the financial means to cover the minimum amounts for bodily injury , property damage and liability in that state . Of course you might as well put a sign around your neck that says please sue me , I have money . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,Is Metlife Still Selling Long Term Care Insurance? ,MetLife quit selling new individual long term care life insurance policies at the end of 2010 . The company quit taking new enrollments to existing group multi-life long term care insurance plans in 2011 . Those individuals and groups who already had long term care policies with MetLife before this time had no changes to their coverage . ,"Unfortunately , MetLife discontinued offering Long Term Care Insurance in 2010 . Since then , they continue to service the individual and group long term care policies that they had sold previously , but have not yet started offering a new long term care insurance product . MetLife continues to offer a large line of other insurance products . ",1.0,0.3333333333333333,False,1.0
infgrad/stella-base-en-v2,Does Home Insurance Cover Flood? ,"That is a great question ! Unfortunately , the vast majority of homeowners policies will not cover damages due to flooding . There will be a separate policy for that coverage , or a rider added to your homeowners policy to protect you , especially if your home lies in an area where flooding is a possibility . It is an unpleasant surprise for many homeowners when they find their home is n't covered . I sincerely hope that is not the case for you . Thanks for asking ! ","In a word , NO , homeowners insurance does not in any way cover loss due to flooding . Only Flood Insurance will offer the protection you and your family need in the event that you face damage to your home and personal belongings as a result of a flood . Talk to your Insurance Professional and visit `` FloodSmart.gov '' for more information . ",0.0,0.0,True,1.0
infgrad/stella-base-en-v2,How Much Does Life Insurance Payout? ,"Great question ! Let 's say you bought a $ 10,000 life insurance policy . The amount of the insurance policy that you purchased has a `` face value '' or `` death benefit '' of $ 10,000 . Assuming that you had made up to date payments , and never borrowed from the policy , your beneficiary should receive a check for $ 10,000 after all the paperwork has been filed . If you had borrowed $ 500 , let 's say , and the interest on it was $ 100 , then your check would be for $ 9,400 . If you have more questions , please feel free to contact me , I 'm happy to help ! Thanks for asking ! ","A life insurance payout is the amount of money paid out to the beneficiary upon the death of the insured person . The face amount of the policy -LRB- along with any increases , as may occur with Whole or Universal Life -RRB- determines the amount of the life insurance payout to the beneficiary . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,Is Life Insurance Mandatory For Home Loans? ,"No , Life Insurance is not mandatory for home loans . There is a type of insurance that is required for government backed mortgages , or if you can not make over a 20 % down payment on a private loan . This is called PMI , or Private Mortgage Insurance . It pays the lender if you are unable to pay your mortgage payments . This is different from buying voluntary Life Insurance that would pay off your mortgage if you died . ","No , Life Insurance is not mandatory for home loans . There is a type of insurance that is required for government backed mortgages , or if you can not make over a 20 % down payment on a private loan . This is called PMI , or Private Mortgage Insurance . It pays the lender if you are unable to pay your mortgage payments . This is different from buying voluntary Life Insurance that would pay off your mortgage if you died . ",1.0,1.0,False,1.0
infgrad/stella-base-en-v2,What States Don't Permit Doctors To Overcharge What Medicare Pays? ,In a free economy anyone is allowed to charge whatever they feel that the market will bear . In fact if a person gets together with others in the same occupation and seeks to set prices they are violating law . Medicare pricing limits what Medicare will reimburse a physician . Some doctors will accept Medicare payment as payment in full . ,Medicare excess charges occur when a Medicare beneficiary uses a medical provider that does not accept Medicare assignment . Keep in mind that most doctors and any hospital or clinic that accepts federal funds do accept assignment of benefits . Excess charges are what a provider is allowed to bill above Medicare for their services . ,0.0,0.0,False,0.0
infgrad/stella-base-en-v2,What Happens To My Life Insurance When I Retire? ,"what happens to my life insurance when I retire ? If the life insurance is provided by your employer it will depend on what they offer . It might end immediately , it might carry on into retirement or you might be offered to carve out an individual policy from the group plan . There is n't a single answer as plans are different . If you `` own '' the policy what happens to your life insurance is what ever you want to have happen to it . ","Nothing happens to life insurance when you retire . You just keep on paying the premium and your coverage continues as before . If you have a paid up policy , you can just hang onto it . You might want to make some decisions about the amount of coverage you have and how much you are spending on life insurance at the time of retirement . It is best to meet with your agent to review your coverage and make wise choices about going forward . ",1.0,0.5,False,1.0
infgrad/stella-base-en-v2,Where To Find Life Insurance Policy For A Deceased? ,"Some other places to look other than those places that Jerry Vanderzanden mentioned in his answer would be on the deceased persons pay stub . Some times an insured may buy a `` Voluntary Life '' plan through work and you may be able to find mention of the company or policy number on his or her pay statement . Many credit card companies and banks offer accidental death type policies for their customers , so those statements may be a good place to look , also safety deposit boxes are favorite hiding places for life policies . ","Finding a life insurance policy for a deceased person should start with a review of their records . You should look for receipts , payment coupons and any other reference to life insurance . It is also possible they kept a notebook or other item with a list of policy numbers . Using their social security number when contacting insurers will also help . And if those do n't work , give Peggy a call ! -LRB- below my answer -RRB- . She 's a true expert ! ",0.0,0.0,True,1.0
infgrad/stella-base-en-v2,Why Do Life Insurance Companies Blood Test? ,"They want to verify information given them by the applicant . This includes use of medications , drugs , and smoking . They also want to know about diabetes , and other disorders . These will then be used to determine rate class , or even disqualification . Talk with your agent . Thank you . GARY LANE , garylane@cox.net, 714 422 9616 . ","Life insurance tests blood so that they can more accurately assess the rate you will be charged , or if you are able to qualify for the life insurance policy at all . Blood tests can tip them off to diseases that the applicant may not be aware they have , such as type 2 diabetes or liver disease . Blood tests also uncover nicotine or drug use that is not admitted on the application . By testing blood , the insurance company helps assure their own solvency , and in turn , protects all who hold policies with them . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,Can Drug Addicts Get Life Insurance? ,"Assuming you mean current addiction or recent addiction that answer is no . The life application specifically asks about prescription drugs and/or illegal drugs . Any misrepresentation can void the contract . In addition : the urine analysis will also test for drugs , a highly effective detection system that will screen for a variety of pharmaceuticals . ","Current drug addicts can get life insurance if the policy is a guaranteed issue policy . There is a minimum age for this type of coverage that is usually age 40 + and the policy will be graded during the first few years for all but accidental death . Drug addicts who are currently using drugs can also get accidental death coverage . This type of insurance will usually only pay the death benefit if death is caused by accidental death not related to drug use , and it will not pay for death due to natural causes of any kind . Drug addicts who have gone through treatment and have had a number of years pass since they used drugs can get simplified issue life insurance that may or may not be graded . If the drug treatment was long ago with no relapses , recovered drug addicts can even qualify for medically underwritten coverage . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,How would rise in cost be determined to be used as a qualifying event? ,"I assume you 're referring to a rise in cost of your current health insurance premium . If the employee 's share of the annual premium is greater than 9.5 % of their annual household income , that would created a qualifying event . For an individual , and income change would be considered a qualifying event if your new income causes you to become eligible -LRB- or ineligible -RRB- for a subsidy -LRB- Advanced Premium Tax Credit -RRB- or if it causes you to have a change in your Cost Sharing Reduction -LRB- in other words , if you become eligible for a Silver 73 when you previously had a Silver 70 , for example -RRB- . ","I assume you 're referring to a rise in cost of your current health insurance premium . If the employee 's share of the annual premium is greater than 9.5 % of their annual household income , that would created a qualifying event . For an individual , and income change would be considered a qualifying event if your new income causes you to become eligible -LRB- or ineligible -RRB- for a subsidy -LRB- Advanced Premium Tax Credit -RRB- or if it causes you to have a change in your Cost Sharing Reduction -LRB- in other words , if you become eligible for a Silver 73 when you previously had a Silver 70 , for example -RRB- . ",1.0,1.0,False,1.0
infgrad/stella-base-en-v2,Can A Home Insurance Company Drop You? ,"Any Home or Auto insurance company can drop you . Home insurance is not guaranteed renewable . The company has a right to drop you or raise your premium at each renewal . This can be done because of claims experience , deterioration and maintenance of your home , or in some cases a company will pull out of an area or state completely . This happened in Florida because of the frequency of hurricanes . ","Any Home or Auto insurance company can drop you . Home insurance is not guaranteed renewable . The company has a right to drop you or raise your premium at each renewal . This can be done because of claims experience , deterioration and maintenance of your home , or in some cases a company will pull out of an area or state completely . This happened in Florida because of the frequency of hurricanes . ",1.0,1.0,False,1.0
infgrad/stella-base-en-v2,Can Term Life Insurance Be Used As Collateral For A Loan? ,"Yes , term life insurance can be used as collateral for some loans . Most commonly , we see people using term life insurance as collateral for loans through the SBA -LRB- Small Business Administration -RRB- . When the loan is expected to be paid off within 10 years , using a term life insurance policy is a very inexpensive way of providing collateral . Our office generally uses nonmed insurance for this type of need , so that it can be put into effect quickly . ","Yes , term life insurance can be used as collateral for some loans . Most commonly , we see people using term life insurance as collateral for loans through the SBA -LRB- Small Business Administration -RRB- . When the loan is expected to be paid off within 10 years , using a term life insurance policy is a very inexpensive way of providing collateral . Our office generally uses nonmed insurance for this type of need , so that it can be put into effect quickly . ",1.0,1.0,False,1.0
infgrad/stella-base-en-v2,Why Is Car Insurance Mandatory? ,"I believe the intent behind mandatory auto insurance is to help keep the costs of auto insurance at as low a rate as possible for all . The more people purchasing coverage typically the lessor the cost of the coverage . Also by requiring all licensed drivers to have insurance , it is more likely that you will not experience a devastating financial loss due to an accident as in theory everyone will have auto insurance . ",Why should car insurance be mandatory ? The only actual mandatory part of auto insurance is the parts that cover other drivers or passengers who are injured by your driving . Any personal or additional coverage on your auto is because you want it or your lender requires it . ,1.0,0.5,False,1.0
infgrad/stella-base-en-v2,Who Qualifies For Medigap Insurance? ,"Almost anyone with Medicare Part A and Part B can be covered under a Medigap plan . Some carriers do not require Part B but you would be wise to have it even if not required . When you turn 65 and enroll in both Parts , you can purchase a Medigap policy without evidence of insurability . If you wait you may have to prove you are insurable . ",You can sign up for a Medigap plan once you are enrolled in Medicare Part A and Part B . You must have both parts in place to qualify with MOST carriers . There are a few Medigap carriers that will issue a policy if you only have Part A but they will pay claims as if you have Part B in place . ,1.0,0.5,False,1.0
infgrad/stella-base-en-v2,What Is The Cash Value Of My Life Insurance Policy? ,"If you have a Term policy the cash value is Zero . Nadda . Zilch . If you have a Universal policy or a WHole Life policy it will depend on how long you 've had the policy , how much you 've paid into it , and if your insurance provider pays dividends to you - how well the companies investments have performed . As Peggy mentioned you can ask your agent for the current cash value of your policy , or you can request an `` In Force Illustration '' from the insurance company . But you SHOULD be receiving an annual report that should tell you what the current cash value is and the current face value benefit is . ","The cash value of a life insurance policy is the savings amount in a Whole or Universal Life policy . If you were to use your policy as collateral , or borrow from it , or surrender it , the cash value would show you how many funds you have available , minus surrender charges . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,What Is Group Term Life Insurance? ,"Group Term Life Insurance is life insurance that is offered to employees through a business , or sometimes to members of other types of groups . The employer may pay for it , and then allow you to purchase additional insurance at group rates . If you buy group life insurance , be sure to find out whether it is `` portable '' at reasonable rates . Some of the saddest cases I have run across are persons who have relied on their employment for all the benefits , then have become disabled . Not only are their benefits lost , but they also can not qualify for affordable coverage in the private market . Having life insurance `` on the side '' can protect you , whether or not you have employee benefits . ","Group Term Life Insurance is life insurance that is offered to employees through a business , or sometimes to members of other types of groups . The employer may pay for it , and then allow you to purchase additional insurance at group rates . If you buy group life insurance , be sure to find out whether it is `` portable '' at reasonable rates . Some of the saddest cases I have run across are persons who have relied on their employment for all the benefits , then have become disabled . Not only are their benefits lost , but they also can not qualify for affordable coverage in the private market . Having life insurance `` on the side '' can protect you , whether or not you have employee benefits . ",1.0,1.0,False,1.0
infgrad/stella-base-en-v2,What Happens To Renters Insurance If You Move? ,When you move you should contact your local agent or your renters insurance carrier and have them provide you a quote for coverage at your new residence . After you have secured a new renters insurance policy for the your new premise then have them cancel the renters insurance coverage at your previous address . ,When you move you should contact your local agent or your renters insurance carrier and have them provide you a quote for coverage at your new residence . After you have secured a new renters insurance policy for the your new premise then have them cancel the renters insurance coverage at your previous address . ,1.0,1.0,False,1.0
infgrad/stella-base-en-v2,What Is Joint And Survivor Life Insurance? ,"There are Joint and Survivor Annuities that cover two or more lives and continue in force as long as any of them survive . There are Joint Life Insurance policies that cover two or more lives , which end when the first of the insured persons die . There are Survivor Life Insurance policies that typically cover two lives , which end when the last of the insured persons dies -LRB- thus the name , Second to Die -RRB- . Finally , there are Joint and Last Survivor policies that are a variation of Joint Life Insurance , which pay when the second persons die . ","Joint Term Life Insurance is life insurance that covers two people and will pay out upon the death of either person . When one of the insured parties passes , the death benefit is paid , and the policy ends . This is in contrast to Survivor or Second to Die Life Insurance , in which the death benefit does not pay out unless both parties pass . ",1.0,0.5,False,1.0
infgrad/stella-base-en-v2,How Long Does Life Insurance Take To Pay Out? ,"In Ohio , upon receipt of a written proof of loss , the insurer must pay death claims immediately -LRB- most states interpret this to be within 30 days . -RRB- Check your state law to verify . If there is no beneficiary named in the policy , the death proceeds are paid to the estate of the insured . An insurer can not delay the payment of a death claim until the settlement of the estate of the insured has been completed . I ","A life insurance payout can take from days to months . It will go fastest if you can send the certificate of death to the insurance company right away , if the policy is with the original company from which it was purchased , and if all the information on the policy is correct . It also makes a difference on the insurance company and how quickly they process their claims . ",0.0,0.0,False,0.0
infgrad/stella-base-en-v2,How Much Life Insurance Do I Need With One Child? ,"Wow , that 's a tough question . That is going to depend on many factors , such as : whether or not your married , your income , your age and various other factors . To best determine what would be best in your situation contact your local agent and they can explain the pros and cons of the plans that they have to offer allowing you to make a more informed decision . ",Here is a link to a good website calculator that can help you determine how much life insurance to get with one child : WEBSITELINK It takes into account your personal and financial information so that you can arrive at an amount appropriate for your particular situation . Even more helpful would be to talk to a live agent who can ask you the right questions and give different options so that you can find the best choice for you and your child . ,0.0,0.0,False,0.0
